name,year,place,chef,category,location,ranking
Mary Elaine's at The Phoenician,2007,Mary Elaine's at The Phoenician,,Outstanding Wine Service,"Scottsdale, Arizona",Nominee
Michy's,2007,Michy's,Michelle Bernstein,Best Chef: South,"Miami, Florida",Nominee
La Grenouille,2007,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Hot and Hot Fish Club,2007,Hot and Hot Fish Club,Christopher Hastings,Best Chef: South,"Birmingham, Alabama",Nominee
The French Laundry,2007,The French Laundry,Thomas Keller,Outstanding Restaurateur,"Yountville, California",Winner
Five & Ten,2007,Five & Ten,Hugh Acheson,Best Chef: Southeast,"Athens, Georgia",Nominee
Spago,2007,Spago,Lee Hefter,Outstanding Chef,"Beverly Hills, California",Nominee
La Grenouille,2007,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Tilth,2007,Tilth,Maria Hines,Best Chef: Northwest,"Seattle, Washington",Nominee
Buddakan,2007,Buddakan,Baron and Baron,Outstanding Restaurant Graphics,"New York, New York",Winner
York Street,2007,York Street,Sharon Hage,Best Chef: Southwest,"Dallas, Texas",Nominee
Nobu Fifty Seven,2007,Nobu Fifty Seven,Rockwell Group,Outstanding Restaurant Design,"New York, New York",Nominee
Delfina,2007,Delfina,Craig Stoll,Best Chef: Pacific,"San Francisco, California",Nominee
L'Atelier de Joel Robuchon,2007,L'Atelier de Joel Robuchon,,Best New Restaurant,"New York, New York",Winner
Eleven Madison Park,2007,Eleven Madison Park,Daniel Humm,Rising Star Chef of the Year,"New York, New York",Nominee
Avenues at The Peninsula Hotel,2007,Avenues at The Peninsula Hotel,Graham Elliot Bowles,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
Canlis,2007,Canlis,,Outstanding Service,"Seattle, Washington",Nominee
Alinea,2007,Alinea,Grant Achatz,Best Chef: Great Lakes,"Chicago, Illinois",Winner
Room 4 Dessert,2007,Room 4 Dessert,Will Goldfarb,Outstanding Pastry Chef,"New York, New York",Nominee
Pacific Time,2007,Pacific Time,Jonathan Eismann,Best Chef: South,"Miami Beach, Florida",Nominee
Cochon,2007,Cochon,,Best New Restaurant,"New Orleans, Louisiana",Nominee
L'Espalier,2007,L'Espalier,Frank McClelland,Best Chef: Northeast,"Boston, Massachusetts",Winner
Cochon,2007,Cochon,,Best New Restaurant,"New Orleans, Louisiana",Nominee
Pizzeria Mozza,2007,Pizzeria Mozza,Memo Productions,Outstanding Restaurant Graphics,"Los Angeles, California",Nominee
Bin 36,2007,Bin 36,,Outstanding Wine Service,"Chicago, Illinois",Nominee
Cut,2007,Cut,,Best New Restaurant,"Beverly Hills, California",Nominee
Xing Restaurant,2007,Xing Restaurant,Lewis.Tsurumaki.Lewis LTL Architects,Outstanding Restaurant Design,"New York, New York",Winner
L'Atelier de Joel Robuchon,2007,L'Atelier de Joel Robuchon,,Best New Restaurant,"New York, New York",Winner
Arrows,2007,Arrows,Clark Frasier,Best Chef: Northeast,"Ogunquit, Maine",Nominee
Xing Restaurant,2007,Xing Restaurant,Lewis.Tsurumaki.Lewis LTL Architects,Outstanding Restaurant Design,"New York, New York",Winner
Morimoto,2007,Morimoto,Tadao Ando Architect and Associates,Outstanding Restaurant Design,"New York, New York",Nominee
Bin 36,2007,Bin 36,,Outstanding Wine Service,"Chicago, Illinois",Nominee
La Belle Vie,2007,La Belle Vie,Tim McKee,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Balthazar,2007,Balthazar,Keith McNally,Outstanding Restaurateur,"New York, New York",Nominee
Lettuce Entertain You Enterprises,2007,Lettuce Entertain You Enterprises,Richard Melman,Outstanding Restaurateur,"Chicago, Illinois",Nominee
Tru,2007,Tru,,Outstanding Service,"Chicago, Illinois",Winner
WD-50,2007,WD-50,Wylie Dufresne,Best Chef: New York City,"New York, New York",Nominee
Duckhorn Vineyards,2007,Duckhorn Vineyards,Dan Duckhorn,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Dorie Greenspan,2007,Dorie Greenspan,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Everest,2007,Everest,Jean Joho,Outstanding Chef,"Chicago, Illinois",Nominee
Tabla,2007,Tabla,Floyd Cardoz,Best Chef: New York City,"New York, New York",Nominee
Michel Richard Citronelle,2007,Michel Richard Citronelle,Michel Richard,Outstanding Chef,"Washington, District of Columbia",Winner
Cut,2007,Cut,,Best New Restaurant,"Beverly Hills, California",Nominee
Restaurant Eve,2007,Restaurant Eve,Cathal Armstrong,Best Chef: Mid-Atlantic,"Old Town Alexandria, Virginia",Nominee
Nobu Fifty Seven,2007,Nobu Fifty Seven,Rockwell Group,Outstanding Restaurant Design,"New York, New York",Nominee
Tartine Bakery,2007,Tartine Bakery,Elisabeth Prueitt,Outstanding Pastry Chef,"San Francisco, California",Nominee
Ridge Vineyards,2007,Ridge Vineyards,Paul Draper,Outstanding Wine & Spirits Professional,"Cupertino, California",Winner
Aunt Carrie's,2007,Aunt Carrie's,,America's Classics,"Narragansett, Rhode Island",Winner
Terra,2007,Terra,,Outstanding Service,"St. Helena, California",Nominee
Park Kitchen,2007,Park Kitchen,Scott Dolich,Best Chef: Northwest,"Portland, Maine",Nominee
Magnolia Grill,2007,Magnolia Grill,,Outstanding Restaurant,"Durham, North Carolina",Nominee
Lola,2007,Lola,Michael Symon,Best Chef: Great Lakes,"Cleveland, Ohio",Nominee
Naha,2007,Naha,Carrie Nahabedian,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Jardeniere,2007,Jardeniere,Traci Des Jardins,Best Chef: Pacific,"San Francisco, California",Winner
Doe's Eat Place,2007,Doe's Eat Place,,America's Classics,"Greenville, Mississippi",Winner
Cucharamama,2007,Cucharamama,Maricel Presilla,Best Chef: Mid-Atlantic,"Hoboken, New Jersey",Nominee
Nobu Fifty Seven,2007,Nobu Fifty Seven,Rockwell Group,Outstanding Restaurant Design,"New York, New York",Nominee
Frontera Grill,2007,Frontera Grill,,Outstanding Restaurant,"Chicago, Illinois",Winner
A Voce,2007,A Voce,,Best New Restaurant,"New York, New York",Nominee
Myriad Restaurant Group,2007,Myriad Restaurant Group,Drew Nieporent,Outstanding Restaurateur,"New York, New York",Nominee
King Cocktail,2007,King Cocktail,Dale Degroff,Outstanding Wine & Spirits Professional,"New York, New York",Nominee
Morimoto,2007,Morimoto,Tadao Ando Architect and Associates,Outstanding Restaurant Design,"New York, New York",Nominee
The Modern,2007,The Modern,Gabriel Kreuther,Best Chef: New York City,"New York, New York",Nominee
I Trulli,2007,I Trulli,,Outstanding Wine Service,"New York, New York",Nominee
Aunt Carrie's,2007,Aunt Carrie's,,America's Classics,"Narragansett, Rhode Island",Winner
Magnolia Grill,2007,Magnolia Grill,,Outstanding Restaurant,"Durham, North Carolina",Nominee
"The Dining Room in the Ritz-Carlton, Buckhead",2007,"The Dining Room in the Ritz-Carlton, Buckhead",Arnaud Berthelier,Best Chef: Southeast,"Atlanta, Georgia",Nominee
Boulevard,2007,Boulevard,,Outstanding Restaurant,"San Francisco, California",Nominee
A Voce,2007,A Voce,,Best New Restaurant,"New York, New York",Nominee
The Harvest Vine,2007,The Harvest Vine,Joseba Jiménez de Jiménez,Best Chef: Northwest,"Seattle, Washington",Nominee
Boulevard,2007,Boulevard,,Outstanding Restaurant,"San Francisco, California",Nominee
Lark,2007,Lark,Johnathan Sundstrom,Best Chef: Northwest,"Seattle, Washington",Winner
Cochon,2007,Cochon,,Best New Restaurant,"New Orleans, Louisiana",Nominee
The Pickwick,2007,The Pickwick,,America's Classics,"Duluth, Minnesota",Winner
Magnolia Grill,2007,Magnolia Grill,,Outstanding Restaurant,"Durham, North Carolina",Nominee
City Grocery,2007,City Grocery,John Currence,Best Chef: South,"Oxford, Mississippi",Nominee
Pigalle,2007,Pigalle,Marc Orfaly,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Buddakan,2007,Buddakan,Baron and Baron,Outstanding Restaurant Graphics,"New York, New York",Winner
Barbara Kafka,2007,Barbara Kafka,,Lifetime Achievement,,Winner
Brookville Hotel,2007,Brookville Hotel,,America's Classics,"Abilene, Kansas",Winner
The Pickwick,2007,The Pickwick,,America's Classics,"Duluth, Minnesota",Winner
Bluestem,2007,Bluestem,Colby Garrelts,Best Chef: Midwest,"Kansas City, Missouri",Nominee
Tru,2007,Tru,,Outstanding Service,"Chicago, Illinois",Winner
Stand,2007,Stand,Base Design,Outstanding Restaurant Graphics,"New York, New York",Nominee
Amada,2007,Amada,Jose Garces,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Vidalia,2007,Vidalia,RJ Cooper,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Winner
Radius,2007,Radius,Patrick Connolly,Rising Star Chef of the Year,"Boston, Massachusetts",Nominee
Aureole,2006,Aureole,,Outstanding Wine Service,"Las Vegas, Nevada",Winner
Del Posto,2006,Del Posto,,Best New Restaurant,"New York, New York",Nominee
Lumiere,2006,Lumiere,Michael Leviton,Best Chef: Northeast,"West Newton, Massachusetts",Nominee
Sea Saw,2006,Sea Saw,Nobuo Fukuda,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
BreadLine,2006,BreadLine,Mark Furstenberg,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
The Harvest Vine,2006,The Harvest Vine,Joseba Jiménez de Jiménez,Best Chef: Northwest,"Seattle, Washington",Nominee
davidburke & donatella,2006,davidburke & donatella,David Burke,Best Chef: New York City,"New York, New York",Nominee
Barney Greengrass,2006,Barney Greengrass,,America's Classics,"New York, New York",Winner
Arrows,2006,Arrows,Mark Gaier,Best Chef: Northeast,"Ogunquit, Maine",Nominee
The French Laundry,2006,The French Laundry,,Outstanding Restaurant,"Yountville, California",Winner
The French Laundry,2006,The French Laundry,Corey Lee,Rising Star Chef of the Year,"Yountville, California",Winner
Del Posto,2006,Del Posto,,Best New Restaurant,,Nominee
Barney Greengrass,2006,Barney Greengrass,,America's Classics,"New York, New York",Winner
Wolfgang Puck Fine Dining Group,2006,Wolfgang Puck Fine Dining Group,Wolfgang Puck,Outstanding Restaurateur,"Las Vegas, Nevada",Nominee
Tabla,2006,Tabla,Floyd Cardoz,Best Chef: New York City,"New York, New York",Nominee
Striped Bass,2006,Striped Bass,Christopher Lee,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Tartine Bakery,2006,Tartine Bakery,Elisabeth Prueitt,Outstanding Pastry Chef,"San Francisco, California",Nominee
Lamperia,2006,Lamperia,Scott Carsberg,Best Chef: Northwest,"Seattle, Washington",Winner
Providence,2006,Providence,,Best New Restaurant,"Los Angeles, California",Nominee
Lilly's,2006,Lilly's,Kathy Cary,Best Chef: Southeast,"Louisville, Kentucky",Nominee
Gotham Bar & Grill,2006,Gotham Bar & Grill,Alfred Portale,Outstanding Chef,"New York, New York",Winner
Joel Robuchon at the Mansion,2006,Joel Robuchon at the Mansion,,Best New Restaurant,"Las Vegas, Nevada",Nominee
Il Fornello,2006,Il Fornello,Giannone Associates Architects,Outstanding Restaurant Design,"Toronto, Ontario",Nominee
Blackberry Farm,2006,Blackberry Farm,,Outstanding Wine Service,"Walland, Tennessee",Nominee
Five Lakes Grill,2006,Five Lakes Grill,Brian Polcyn,Best Chef: Midwest,"Milford, Michigan",Nominee
Taylor's Automatic Refresher,2006,Taylor's Automatic Refresher,,America's Classics,"St. Helena, California",Winner
Taylor's Automatic Refresher,2006,Taylor's Automatic Refresher,,America's Classics,"St. Helena, California",Winner
Tru,2006,Tru,,Outstanding Service,"Chicago, Illinois",Nominee
Il Fornello,2006,Il Fornello,Giannone Associates Architects,Outstanding Restaurant Design,"Toronto, Ontario",Nominee
Tru,2006,Tru,,Outstanding Service,"Chicago, Illinois",Nominee
Del Posto,2006,Del Posto,,Best New Restaurant,"New York, New York",Nominee
Momofuku Noodle Bar,2006,Momofuku Noodle Bar,David Chang,Rising Star Chef of the Year,"New York, New York",Nominee
Alinea,2006,Alinea,,Best New Restaurant,"Chicago, Illinois",Nominee
Watershed,2006,Watershed,Scott Peacock,Best Chef: Southeast,"Decatur, Georgia",Nominee
Providence,2006,Providence,,Best New Restaurant,"Los Angeles, California",Nominee
Providence,2006,Providence,,Best New Restaurant,"Los Angeles, California",Nominee
Obelisk,2006,Obelisk,Peter Pastan,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
La Folie,2006,La Folie,Roland Passot,Best Chef: California,"San Francisco, California",Nominee
Tru,2006,Tru,,Outstanding Service,"Chicago, Illinois",Nominee
Craft,2006,Craft,Tom Colicchio,Outstanding Chef,"New York, New York",Nominee
Sue Conley,2006,Sue Conley,,Who's Who of Food & Beverage in America,"Point Reyes Station, California",Winner
Polly's Pancake Parlor,2006,Polly's Pancake Parlor,,America's Classics,"Sugar Hill, New Hampshire",Winner
Polly's Pancake Parlor,2006,Polly's Pancake Parlor,,America's Classics,"Sugar Hill, New Hampshire",Winner
"B&G Oysters, Ltd.",2006,"B&G Oysters, Ltd.",James Barondess,Outstanding Restaurant Graphics,"Boston, Massachusetts",Nominee
Polly's Pancake Parlor,2006,Polly's Pancake Parlor,,America's Classics,"Sugar Hill, New Hampshire",Winner
Mary Elaine's at The Phoenician,2006,Mary Elaine's at The Phoenician,,Outstanding Wine Service,"Scottsdale, Arizona",Nominee
Pigalle,2006,Pigalle,Marc Orfaly,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Gray Kunz,2006,Gray Kunz,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Jean-Louis,2006,Jean-Louis,Jean-Louis Gerin,Best Chef: Northeast,"Greenwich, Connecticut",Winner
Boulevard,2006,Boulevard,,Outstanding Restaurant,"San Francisco, California",Nominee
Lark,2006,Lark,Johnathan Sundstrom,Best Chef: Northwest,"Seattle, Washington",Nominee
Boulevard,2006,Boulevard,,Outstanding Restaurant,"San Francisco, California",Nominee
Gary Danko,2006,Gary Danko,,Outstanding Service,"San Francisco, California",Winner
The Modern,2006,The Modern,,Best New Restaurant,"New York, New York",Winner
Gary Danko,2006,Gary Danko,,Outstanding Service,"San Francisco, California",Nominee
The Modern,2006,The Modern,Gabriel Kreuther,Best Chef: New York City,"New York, New York",Nominee
Jean-Robert at Pigall's,2006,Jean-Robert at Pigall's,Jean-Robert De Cavel,Best Chef: Midwest,"Cincinnati, Ohio",Nominee
i Trulli,2006,i Trulli,,Outstanding Wine Service,"New York, New York",Nominee
The Museum of the American Cocktail trade,2006,The Museum of the American Cocktail trade,Dale Degroff,Outstanding Wine & Spirits Professional,"Malverne, New York",Nominee
Myriad Restaurant Group,2006,Myriad Restaurant Group,Drew Nieporent,Outstanding Restaurateur,"New York, New York",Nominee
Babbo,2006,Babbo,Gina DePalma,Outstanding Pastry Chef,"New York, New York",Nominee
Jean Georges,2006,Jean Georges,Johnny Iuzzini,Outstanding Pastry Chef,"New York, New York",Winner
Naha,2006,Naha,Carrie Nahabedian,Best Chef: Midwest,"Chicago, Illinois",Nominee
The Modern,2006,The Modern,Bentel & Bentel Architects/Planners LLP,Outstanding Restaurant Design,"New York, New York",Winner
Judith Jones,2006,Judith Jones,,Lifetime Achievement,,Winner
Jardiniére,2006,Jardiniére,Traci Des Jardins,Best Chef: California,"San Francisco, California",Nominee
Louie Mueller's Brbecue,2006,Louie Mueller's Brbecue,,America's Classics,"Taylor, Texas",Winner
Louie Mueller BBQ,2006,Louie Mueller BBQ,,America's Classics,"Taylor, Texas",Winner
Il Fornello,2006,Il Fornello,Giannone Associates Architects,Outstanding Restaurant Design,"Toronto, Ontario",Nominee
Alinea,2006,Alinea,,Best New Restaurant,"Chicago, Illinois",Nominee
Il Fornello,2006,Il Fornello,Giannone Associates Architects,Outstanding Restaurant Design,"Toronto, Ontario",Nominee
Il Fornello,2006,Il Fornello,Giannone Associates Architects,Outstanding Restaurant Design,"Toronto, Ontario",Nominee
Everest,2006,Everest,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Dahlia Lounge,2006,Dahlia Lounge,,Outstanding Restaurant,"Seattle, Washington",Nominee
Haku,2006,Haku,Evan Douglis Studio,Outstanding Restaurant Design,"New York, New York",Nominee
Terra,2006,Terra,,Outstanding Service,"St. Helena, California",Nominee
John's Roast Pork,2006,John's Roast Pork,,America's Classics,"Philadelphia, Pennsylvania",Winner
Lucques,2006,Lucques,,Outstanding Service,"West Hollywood, California",Nominee
Lucques,2006,Lucques,,Outstanding Service,"West Hollywood, California",Nominee
Jean Joho,2006,Jean Joho,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
Lucques,2006,Lucques,Suzanne Goin,Best Chef: California,"West Hollywood, California",Winner
Bowens Island Restaurant,2006,Bowens Island Restaurant,,America's Classics,"Charleston, South Carolina",Winner
Bowens Island Restaurant,2006,Bowens Island Restaurant,,America's Classics,"Charleston, South Carolina",Winner
Ridge Vineyards,2006,Ridge Vineyards,Paul Draper,Outstanding Wine & Spirits Professional,"Cupertino, California",Nominee
Everest,2006,Everest,,Outstanding Restaurant,"Chicago, Illinois",Nominee
The Modern,2006,The Modern,,Best New Restaurant,"New York, New York",Winner
Marche,2006,Marche,Stephanie Kimmel,Best Chef: Northwest,"Eugene, Oregon",Nominee
Duckhorn Vineyards,2006,Duckhorn Vineyards,Dan Duckhorn,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Tru,2006,Tru,,Outstanding Service,"Chicago, Illinois",Nominee
Lettuce Entertain You Enterprises,2006,Lettuce Entertain You Enterprises,Richard Melman,Outstanding Restaurateur,"Chicago, Illinois",Nominee
Lucques,2006,Lucques,,Outstanding Service,"West Hollywood, California",Nominee
Restaurant August,2006,Restaurant August,John Besh,Best Chef: Southeast,"New Orleans, Louisiana",Winner
L'Espalier,2006,L'Espalier,Frank McClelland,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Spring,2006,Spring,Shawn McClain,Best Chef: Midwest,"Chicago, Illinois",Winner
Avenues at The Peninsula Hotel,2006,Avenues at The Peninsula Hotel,Graham Elliot Bowles,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
Alinea,2006,Alinea,,Best New Restaurant,"Chicago, Illinois",Nominee
Blue Hill,2006,Blue Hill,Dan Barber,Best Chef: New York City,"New York, New York",Winner
Lagomarcino's,2006,Lagomarcino's,,America's Classics,"Moline, Illinois",Winner
Matsuhisa,2006,Matsuhisa,Nobu Matsuhisa,Outstanding Chef,"Los Angeles, California",Nominee
Spiaggia,2006,Spiaggia,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Commander's Palace,2006,Commander's Palace,Carlos Guia,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
Country,2006,Country,Mucca Design Corporation,Outstanding Restaurant Graphics,"New York, New York",Nominee
Country,2006,Country,Mucca Design Corporation,Outstanding Restaurant Graphics,"New York, New York",Nominee
,2006,,,Outstanding Wine Service,"Los Angeles, California",Nominee
Piperade,2006,Piperade,Gerald Hirigoyen,Best Chef: California,"San Francisco, California",Nominee
La Grenouille,2006,La Grenouille,,Outstanding Service,"New York, New York",Nominee
York Street,2006,York Street,Sharon Hage,Best Chef: Southwest,"Dallas, Texas",Nominee
Del Posto,2006,Del Posto,,Best New Restaurant,"New York, New York",Nominee
The French Laundry,2006,The French Laundry,,Outstanding Restaurant,"Yountville, California",Winner
La Grenouille,2006,La Grenouille,,Outstanding Service,"New York, New York",Nominee
La Grenouille,2006,La Grenouille,,Outstanding Service,"New York, New York",Nominee
wd-50,2006,wd-50,Sam Mason,Outstanding Pastry Chef,"New York, New York",Nominee
Patina,2006,Patina,,Outstanding Wine Service,"Los Angeles, California",Nominee
The Modern,2006,The Modern,Bentel & Bentel Architects/Planners LLP,Outstanding Restaurant Design,"New York, New York",Winner
